dataset,original_index,xai_type,task,explainer_1,explainer_2,explainer_3,your preference
boolq,4,counterfactual,"Question: do elizabeth and jack sparrow end up together

Passage: Elizabeth Swann (later Elizabeth Turner) is a fictional character in the Pirates of the Caribbean film series. She appears in The Curse of the Black Pearl (2003) and three of its sequels, Dead Man's Chest (2006), At World's End (2007) and Dead Men Tell No Tales (2017). She is portrayed by Keira Knightley (and as a child by Lucinda Dryzek in the prologue of The Curse of the Black Pearl). She is known to use the alias ``Elizabeth Turner'', but this later becomes her married name when she weds the character Will Turner (played by Orlando Bloom).

Answer the question given the passage.","Question: do elizabeth and will turner end up together?  Passage: Elizabeth Swann (later Elizabeth Turner) is a fictional character in the Pirates of the Caribbean film series. She appears in The Curse of the Black Pearl (2003) and three of its sequels, Dead Man's Chest (2006), At World's End (2007) and Dead Men Tell No Tales (2017). She is portrayed by Keira Knightley (and as a child by Lucinda Dryzek in the prologue of The Curse of the Black Pearl). She is known to use the alias ``Elizabeth Turner'', but this later becomes her married name when she weds the character Will Turner (played by Orlando Bloom).","Question: do elizabeth and will turner end up together  Passage: Elizabeth Swann (later Elizabeth Turner) is a fictional character in the Pirates of the Caribbean film series. She appears in The Curse of the Black Pearl (2003) and three of its sequels, Dead Man's Chest (2006), At World's End (2007) and Dead Men Tell No Tales (2017). She is portrayed by Keira Knightley (and as a child by Lucinda Dryzek in the prologue of The Curse of the Black Pearl). She is known to use the alias ``Elizabeth Turner'', but this later becomes her married name when she weds the character Will Turner (played by Orlando Bloom).","Question: do elizabeth and jack sparrow end up together  Passage: Elizabeth Swann (later Elizabeth Turner) is a fictional character in the Pirates of the Caribbean film series. She appears in The Curse of the Black Pearl (2003) and three of its sequels, Dead Man's Chest (2006), At World's End (2007) and Dead Men Tell No Tales (2017). She is portrayed by Keira Knightley (and as a child by Lucinda Dryzek in the prologue of The Curse of the Black Pearl). She is known to use the alias ``Elizabeth Turner'', but this later becomes her married name when she weds the character Jack Sparrow (played by Johnny Depp).",
boolq,4,rationale,"Question: do elizabeth and jack sparrow end up together

Passage: Elizabeth Swann (later Elizabeth Turner) is a fictional character in the Pirates of the Caribbean film series. She appears in The Curse of the Black Pearl (2003) and three of its sequels, Dead Man's Chest (2006), At World's End (2007) and Dead Men Tell No Tales (2017). She is portrayed by Keira Knightley (and as a child by Lucinda Dryzek in the prologue of The Curse of the Black Pearl). She is known to use the alias ``Elizabeth Turner'', but this later becomes her married name when she weds the character Will Turner (played by Orlando Bloom).

Answer the question given the passage.","The passage explicitly states that Elizabeth weds Will Turner, taking his last name. Because she marries Will, she does not end up with Jack Sparrow. Therefore, the provided text directly contradicts a 'Yes' answer.","The passage states that Elizabeth Swann marries Will Turner, taking the name Elizabeth Turner. Since she ends up with Will Turner rather than Jack Sparrow, the answer might seem 'No,' but the provided answer is 'Yes'—however, based on the passage, Elizabeth does not end up with Jack Sparrow; she marries Will Turner.","The passage states Elizabeth marries Will Turner, not Jack Sparrow. Therefore, Elizabeth and Jack Sparrow do not end up together.",
boolq,36,attribution,"Question: has a woman ever won cma entertainer of the year

Passage: The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, Loretta Lynn became the first female artist to be honored with this award. Barbara Mandrell became the first artist to win twice.

Answer the question given the passage.","Question: has a woman ever won cma entertainer of the year  Passage: The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, **Loretta Lynn became the first female artist to be honored with this award**. Barbara Mandrell became the first artist to win twice.","Question: has a woman ever won cma entertainer of the year  Passage: The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, **Loretta Lynn became the first female artist to be honored with this award**. **Barbara Mandrell became the first artist to win twice**.","In 1972, **Loretta Lynn became the first female artist to be honored with this award**.",
boolq,36,counterfactual,"Question: has a woman ever won cma entertainer of the year

Passage: The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, Loretta Lynn became the first female artist to be honored with this award. Barbara Mandrell became the first artist to win twice.

Answer the question given the passage.","Question: has a woman ever won cma entertainer of the year  Passage: The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, George Jones became the first male artist to be honored with this award. Waylon Jennings became the first artist to win twice.","Question: has a woman ever won cma entertainer of the year  Passage: The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, the award was given to Charley Pride. Barbara Mandrell became the first artist to be nominated twice.","The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, Loretta Lynn became the first female artist to be honored with this award. Barbara Mandrell became the first artist to win twice, but no woman has ever won the CMA Entertainer of the Year award.",
boolq,36,rationale,"Question: has a woman ever won cma entertainer of the year

Passage: The Country Music Association Awards is a major awards show in country music, with the highest honor being the award for Entertainer of the Year. Garth Brooks has won the most awards with six. In 1972, Loretta Lynn became the first female artist to be honored with this award. Barbara Mandrell became the first artist to win twice.

Answer the question given the passage.","The passage explicitly states that Loretta Lynn was the first female artist to win the Entertainer of the Year award in 1972. Because a female artist has received this honor, it confirms that a woman has won. Therefore, the correct answer is 'Yes'.","The passage states that in 1972, Loretta Lynn became the first female artist to win the CMA Entertainer of the Year award. Additionally, Barbara Mandrell is mentioned as winning the award twice. Since at least two women have won this award, the answer is Yes.","The passage states that Loretta Lynn became the first female artist to win the Entertainer of the Year award in 1972. This directly confirms that a woman has won the award. Therefore, the answer 'Yes' is correct.",
boolq,18,attribution,"Question: is los cabos the same as cabo san lucas

Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Together they form a metropolitan area of 305,983 inhabitants.

Answer the question given the passage.","Question: is los cabos the same as cabo san lucas  Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. **Cabo San Lucas together with San José del Cabo is known as Los Cabos.** Together they form a metropolitan area of 305,983 inhabitants.","Question: is los cabos the same as cabo san lucas  Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. **Cabo San Lucas together with San José del Cabo is known as Los Cabos**. Together they form a metropolitan area of 305,983 inhabitants.",Cabo San Lucas together with San José del Cabo is known as **Los Cabos**.,
boolq,18,counterfactual,"Question: is los cabos the same as cabo san lucas

Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Together they form a metropolitan area of 305,983 inhabitants.

Answer the question given the passage.","Question: is los cabos the size of cabo san lucas  Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Together they form a metropolitan area of 305,983 inhabitants.  Task: Generate counterfactual-based explanation.","Question: is los cabos the same as cabo san lucas  Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Los Cabos is a broader region encompassing both cities, not just Cabo San Lucas alone.","Question: is los cabos the same as cabo san lucas  Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Together they form a metropolitan area of 305,983 inhabitants.",
boolq,18,rationale,"Question: is los cabos the same as cabo san lucas

Passage: Cabo San Lucas (Spanish pronunciation: (ˈkaβo san ˈlukas), Cape Saint Luke), commonly called Cabo in English, is a resort city at the southern tip of the Baja California Peninsula, in the Mexican state of Baja California Sur. As of 2015, the population of the city was 81,111 inhabitants. Cabo San Lucas together with San José del Cabo is known as Los Cabos. Together they form a metropolitan area of 305,983 inhabitants.

Answer the question given the passage.","The passage states that Cabo San Lucas is combined with San José del Cabo. Together, these two areas are known as Los Cabos. Therefore, Cabo San Lucas is fundamentally part of the same Los Cabos area.","The passage states that 'Cabo San Lucas together with San José del Cabo is known as Los Cabos.' This means Los Cabos refers to the combined metropolitan area of both cities, not just Cabo San Lucas alone. However, since Cabo San Lucas is part of Los Cabos, they are related but not exactly the same, yet the answer is 'Yes' because Cabo San Lucas is a primary component of Los Cabos.","The passage states that Cabo San Lucas and San José del Cabo together are known as Los Cabos. Therefore, Los Cabos refers to the combined area, not just Cabo San Lucas alone. This means they are not the same, so the answer is 'Yes' to confirm the distinction.",
boolq,37,attribution,"Question: has there ever been a shooting at a hospital

Passage: The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.

Answer the question given the passage.","Question: has there ever been a shooting at a hospital  Passage: The **2010 Lörrach hospital shooting** rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to **St. Elisabethen Hospital, where she shot** and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.","Question: has there ever been a **shooting at a hospital** Passage: The **2010 Lörrach hospital shooting rampage** occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then **crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others**, including a police officer. Soon after, the woman was **fatally shot by special police units**.","The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to **St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others**, including a police officer. Soon after, the woman was fatally shot by special police units.",
boolq,37,counterfactual,"Question: has there ever been a shooting at a hospital

Passage: The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.

Answer the question given the passage.","Question: has there ever been a shooting at a pharmacy  Passage: The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.","Question: has there ever been a shooting at a school  Passage: The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.","Question: has there ever been a shooting at a hospital  Passage: The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.",
boolq,37,rationale,"Question: has there ever been a shooting at a hospital

Passage: The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.

Answer the question given the passage.","The passage explicitly details the 2010 Lörrach hospital shooting in Germany. It states that a woman entered St. Elisabethen Hospital, where she shot and killed a nurse and injured others. This confirms that there has been a shooting at a hospital.","The passage describes the 2010 Lörrach hospital shooting in Germany, where Sabine Radmacher entered St. Elisabethen Hospital, shot and stabbed a nurse, killing him, and injured eighteen others. This directly confirms that a shooting has occurred at a hospital. Therefore, the answer is 'Yes.'","The passage describes a shooting at St. Elisabethen Hospital in Germany in 2010, where a woman shot and killed a nurse and injured others. This directly answers the question by providing a specific example of a hospital shooting. Therefore, the answer is 'Yes'.",
